"Ausgangsjahr","Gemeinde_BFS_Nr","Gemeindename","Stadtkreis_BFS_Nr","Stadtkreis_Name","Gesetz_Nummer","Gesetz_Abk","Reihenfolge_Haupttitel","Haupttitel","Straftaten_total","Straftaten_vollendet","Straftaten_versucht","Einwohner","Häufigkeitszahl"
2016,191,Dübendorf,,,812.121,BetmG,803,Total schwere Fälle,24,,,26844,0.9
2016,191,Dübendorf,,,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,24,,,26844,0.9
2016,191,Dübendorf,,,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,29,,,26844,1.1
2016,191,Dübendorf,,,142.20,AIG,1423,Total Täuschung der Behörden,0,,,26844,0
2016,191,Dübendorf,,,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,5,,,26844,0.2
2016,191,Dübendorf,,,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,9,,,26844,0.3
2016,115,Gossau,,,311.0,StGB,1,Total gegen Leib und Leben,19,18,1,9758,1.9
2016,115,Gossau,,,311.0,StGB,2,Total gegen das Vermögen,134,123,11,9758,13.7
2016,115,Gossau,,,311.0,StGB,3,Total gegen die Freiheit,34,33,1,9758,3.5
2016,115,Gossau,,,311.0,StGB,4,Total gegen sexuelle Integrität,4,4,0,9758,0.4
2016,115,Gossau,,,311.0,StGB,5,Total übrige Titel StGB,24,23,1,9758,2.5
2016,115,Gossau,,,812.121,BetmG,801,Total Übertretungen,40,,,9758,4.1
2016,115,Gossau,,,812.121,BetmG,802,Total leichte Fälle,24,,,9758,2.5
2016,115,Gossau,,,812.121,BetmG,803,Total schwere Fälle,9,,,9758,0.9
2016,115,Gossau,,,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,1,,,9758,0.1
2016,115,Gossau,,,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,4,,,9758,0.4
2016,115,Gossau,,,142.20,AIG,1423,Total Täuschung der Behörden,0,,,9758,0
2016,115,Gossau,,,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,0,,,9758,0
2016,115,Gossau,,,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,5,,,9758,0.5
2016,117,Hinwil,,,311.0,StGB,1,Total gegen Leib und Leben,24,21,3,10848,2.2
2016,117,Hinwil,,,311.0,StGB,2,Total gegen das Vermögen,267,251,16,10848,24.6
2016,117,Hinwil,,,311.0,StGB,3,Total gegen die Freiheit,55,55,0,10848,5.1
2016,117,Hinwil,,,311.0,StGB,4,Total gegen sexuelle Integrität,7,7,0,10848,0.6
2016,117,Hinwil,,,311.0,StGB,5,Total übrige Titel StGB,40,40,0,10848,3.7
2016,117,Hinwil,,,812.121,BetmG,801,Total Übertretungen,53,,,10848,4.9
2016,117,Hinwil,,,812.121,BetmG,802,Total leichte Fälle,28,,,10848,2.6
2016,117,Hinwil,,,812.121,BetmG,803,Total schwere Fälle,0,,,10848,0
2016,117,Hinwil,,,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,14,,,10848,1.3
2016,117,Hinwil,,,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,19,,,10848,1.8
2016,117,Hinwil,,,142.20,AIG,1423,Total Täuschung der Behörden,1,,,10848,0.1
2016,117,Hinwil,,,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,0,,,10848,0
2016,117,Hinwil,,,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,13,,,10848,1.2
2016,295,Horgen,,,311.0,StGB,1,Total gegen Leib und Leben,56,55,1,22355,2.5
2016,295,Horgen,,,311.0,StGB,2,Total gegen das Vermögen,540,485,55,22355,24.2
2016,295,Horgen,,,311.0,StGB,3,Total gegen die Freiheit,120,118,2,22355,5.4
2016,295,Horgen,,,311.0,StGB,4,Total gegen sexuelle Integrität,10,10,0,22355,0.4
2016,295,Horgen,,,311.0,StGB,5,Total übrige Titel StGB,60,60,0,22355,2.7
2016,295,Horgen,,,812.121,BetmG,801,Total Übertretungen,66,,,22355,3
2016,295,Horgen,,,812.121,BetmG,802,Total leichte Fälle,29,,,22355,1.3
2016,295,Horgen,,,812.121,BetmG,803,Total schwere Fälle,9,,,22355,0.4
2016,295,Horgen,,,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,35,,,22355,1.6
2016,295,Horgen,,,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,29,,,22355,1.3
2016,295,Horgen,,,142.20,AIG,1423,Total Täuschung der Behörden,3,,,22355,0.1
2016,295,Horgen,,,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,4,,,22355,0.2
2016,295,Horgen,,,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,7,,,22355,0.3
2016,296,Illnau-Effretikon,,,311.0,StGB,1,Total gegen Leib und Leben,56,52,4,16734,3.3
2016,296,Illnau-Effretikon,,,311.0,StGB,2,Total gegen das Vermögen,457,421,36,16734,27.3
2016,296,Illnau-Effretikon,,,311.0,StGB,3,Total gegen die Freiheit,144,141,3,16734,8.6
2016,296,Illnau-Effretikon,,,311.0,StGB,4,Total gegen sexuelle Integrität,9,9,0,16734,0.5
2016,296,Illnau-Effretikon,,,311.0,StGB,5,Total übrige Titel StGB,43,42,1,16734,2.6
2016,296,Illnau-Effretikon,,,812.121,BetmG,801,Total Übertretungen,82,,,16734,4.9
2016,296,Illnau-Effretikon,,,812.121,BetmG,802,Total leichte Fälle,30,,,16734,1.8
2016,296,Illnau-Effretikon,,,812.121,BetmG,803,Total schwere Fälle,16,,,16734,1
2016,296,Illnau-Effretikon,,,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,25,,,16734,1.5
2016,296,Illnau-Effretikon,,,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,13,,,16734,0.8
2016,296,Illnau-Effretikon,,,142.20,AIG,1423,Total Täuschung der Behörden,1,,,16734,0.1
2016,296,Illnau-Effretikon,,,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,1,,,16734,0.1
2016,296,Illnau-Effretikon,,,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,14,,,16734,0.8
2016,62,Kloten,,,311.0,StGB,1,Total gegen Leib und Leben,111,109,2,18452,6
2016,62,Kloten,,,311.0,StGB,2,Total gegen das Vermögen,1689,1633,56,18452,91.5
2016,62,Kloten,,,311.0,StGB,3,Total gegen die Freiheit,252,252,0,18452,13.7
2016,62,Kloten,,,311.0,StGB,4,Total gegen sexuelle Integrität,23,22,1,18452,1.2
2016,62,Kloten,,,311.0,StGB,5,Total übrige Titel StGB,497,492,5,18452,26.9
2016,62,Kloten,,,812.121,BetmG,801,Total Übertretungen,147,,,18452,8
2016,62,Kloten,,,812.121,BetmG,802,Total leichte Fälle,259,,,18452,14
2016,62,Kloten,,,812.121,BetmG,803,Total schwere Fälle,115,,,18452,6.2
2016,62,Kloten,,,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,1936,,,18452,104.9
2016,62,Kloten,,,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,32,,,18452,1.7
2016,62,Kloten,,,142.20,AIG,1423,Total Täuschung der Behörden,8,,,18452,0.4
2016,62,Kloten,,,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,13,,,18452,0.7
2016,62,Kloten,,,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,29,,,18452,1.6
2016,154,Küsnacht,,,311.0,StGB,1,Total gegen Leib und Leben,29,29,0,13830,2.1
2016,154,Küsnacht,,,311.0,StGB,2,Total gegen das Vermögen,311,279,32,13830,22.5
2016,154,Küsnacht,,,311.0,StGB,3,Total gegen die Freiheit,103,102,1,13830,7.4
2016,154,Küsnacht,,,311.0,StGB,4,Total gegen sexuelle Integrität,5,5,0,13830,0.4
2016,154,Küsnacht,,,311.0,StGB,5,Total übrige Titel StGB,23,23,0,13830,1.7
2016,154,Küsnacht,,,812.121,BetmG,801,Total Übertretungen,27,,,13830,2
2016,154,Küsnacht,,,812.121,BetmG,802,Total leichte Fälle,9,,,13830,0.7
2016,154,Küsnacht,,,812.121,BetmG,803,Total schwere Fälle,0,,,13830,0
2016,154,Küsnacht,,,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,3,,,13830,0.2
2016,154,Küsnacht,,,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,9,,,13830,0.7
2016,154,Küsnacht,,,142.20,AIG,1423,Total Täuschung der Behörden,0,,,13830,0
2016,154,Küsnacht,,,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,1,,,13830,0.1
2016,154,Küsnacht,,,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,6,,,13830,0.4
2016,195,Maur,,,311.0,StGB,1,Total gegen Leib und Leben,23,23,0,9890,2.3
2016,195,Maur,,,311.0,StGB,2,Total gegen das Vermögen,173,156,17,9890,17.5
2016,195,Maur,,,311.0,StGB,3,Total gegen die Freiheit,63,63,0,9890,6.4
2016,195,Maur,,,311.0,StGB,4,Total gegen sexuelle Integrität,7,7,0,9890,0.7
2016,195,Maur,,,311.0,StGB,5,Total übrige Titel StGB,19,18,1,9890,1.9
2016,195,Maur,,,812.121,BetmG,801,Total Übertretungen,8,,,9890,0.8
2016,195,Maur,,,812.121,BetmG,802,Total leichte Fälle,4,,,9890,0.4
2016,195,Maur,,,812.121,BetmG,803,Total schwere Fälle,0,,,9890,0
2016,195,Maur,,,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,2,,,9890,0.2
2016,195,Maur,,,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,0,,,9890,0
2016,195,Maur,,,142.20,AIG,1423,Total Täuschung der Behörden,0,,,9890,0
2016,195,Maur,,,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,0,,,9890,0
2016,195,Maur,,,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,3,,,9890,0.3
2016,156,Meilen,,,311.0,StGB,1,Total gegen Leib und Leben,18,18,0,13531,1.3
2016,156,Meilen,,,311.0,StGB,2,Total gegen das Vermögen,369,326,43,13531,27.3
2016,156,Meilen,,,311.0,StGB,3,Total gegen die Freiheit,100,100,0,13531,7.4
2016,156,Meilen,,,311.0,StGB,4,Total gegen sexuelle Integrität,11,11,0,13531,0.8
2016,156,Meilen,,,311.0,StGB,5,Total übrige Titel StGB,31,31,0,13531,2.3
2016,156,Meilen,,,812.121,BetmG,801,Total Übertretungen,54,,,13531,4
2016,156,Meilen,,,812.121,BetmG,802,Total leichte Fälle,29,,,13531,2.1
2016,156,Meilen,,,812.121,BetmG,803,Total schwere Fälle,2,,,13531,0.1
2016,156,Meilen,,,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,8,,,13531,0.6
2016,156,Meilen,,,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,6,,,13531,0.4
2016,156,Meilen,,,142.20,AIG,1423,Total Täuschung der Behörden,0,,,13531,0
2016,156,Meilen,,,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,0,,,13531,0
2016,156,Meilen,,,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,5,,,13531,0.4
2016,155,Männedorf,,,311.0,StGB,1,Total gegen Leib und Leben,9,9,0,10593,0.8
2016,155,Männedorf,,,311.0,StGB,2,Total gegen das Vermögen,212,189,23,10593,20
2016,155,Männedorf,,,311.0,StGB,3,Total gegen die Freiheit,63,62,1,10593,5.9
2016,155,Männedorf,,,311.0,StGB,4,Total gegen sexuelle Integrität,2,1,1,10593,0.2
2016,155,Männedorf,,,311.0,StGB,5,Total übrige Titel StGB,19,19,0,10593,1.8
2016,155,Männedorf,,,812.121,BetmG,801,Total Übertretungen,16,,,10593,1.5
2016,155,Männedorf,,,812.121,BetmG,802,Total leichte Fälle,1,,,10593,0.1
2016,155,Männedorf,,,812.121,BetmG,803,Total schwere Fälle,0,,,10593,0
2016,155,Männedorf,,,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,1,,,10593,0.1
2016,155,Männedorf,,,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,4,,,10593,0.4
2016,155,Männedorf,,,142.20,AIG,1423,Total Täuschung der Behörden,0,,,10593,0
2016,155,Männedorf,,,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,0,,,10593,0
2016,155,Männedorf,,,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,1,,,10593,0.1
2016,66,Opfikon,,,311.0,StGB,1,Total gegen Leib und Leben,84,83,1,18617,4.5
2016,66,Opfikon,,,311.0,StGB,2,Total gegen das Vermögen,899,802,97,18617,48.3
2016,66,Opfikon,,,311.0,StGB,3,Total gegen die Freiheit,230,228,2,18617,12.4
2016,66,Opfikon,,,311.0,StGB,4,Total gegen sexuelle Integrität,19,17,2,18617,1
2016,66,Opfikon,,,311.0,StGB,5,Total übrige Titel StGB,93,91,2,18617,5
2016,66,Opfikon,,,812.121,BetmG,801,Total Übertretungen,113,,,18617,6.1
2016,66,Opfikon,,,812.121,BetmG,802,Total leichte Fälle,50,,,18617,2.7
2016,66,Opfikon,,,812.121,BetmG,803,Total schwere Fälle,16,,,18617,0.9
2016,66,Opfikon,,,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,167,,,18617,9
2016,66,Opfikon,,,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,64,,,18617,3.4
2016,66,Opfikon,,,142.20,AIG,1423,Total Täuschung der Behörden,6,,,18617,0.3
2016,66,Opfikon,,,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,8,,,18617,0.4
2016,66,Opfikon,,,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,44,,,18617,2.4
2016,177,Pfäffikon,,,311.0,StGB,1,Total gegen Leib und Leben,23,23,0,11454,2
2016,177,Pfäffikon,,,311.0,StGB,2,Total gegen das Vermögen,258,230,28,11454,22.5
2016,177,Pfäffikon,,,311.0,StGB,3,Total gegen die Freiheit,57,56,1,11454,5
2016,177,Pfäffikon,,,311.0,StGB,4,Total gegen sexuelle Integrität,21,20,1,11454,1.8
2016,177,Pfäffikon,,,311.0,StGB,5,Total übrige Titel StGB,37,37,0,11454,3.2
2016,177,Pfäffikon,,,812.121,BetmG,801,Total Übertretungen,41,,,11454,3.6
2016,177,Pfäffikon,,,812.121,BetmG,802,Total leichte Fälle,34,,,11454,3
2016,177,Pfäffikon,,,812.121,BetmG,803,Total schwere Fälle,17,,,11454,1.5
2016,177,Pfäffikon,,,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,17,,,11454,1.5
2016,177,Pfäffikon,,,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,16,,,11454,1.4
2016,177,Pfäffikon,,,142.20,AIG,1423,Total Täuschung der Behörden,1,,,11454,0.1
2016,177,Pfäffikon,,,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,2,,,11454,0.2
2016,177,Pfäffikon,,,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,7,,,11454,0.6
2016,96,Regensdorf,,,311.0,StGB,1,Total gegen Leib und Leben,65,65,0,18036,3.6
2016,96,Regensdorf,,,311.0,StGB,2,Total gegen das Vermögen,751,675,76,18036,41.6
2016,96,Regensdorf,,,311.0,StGB,3,Total gegen die Freiheit,227,224,3,18036,12.6
2016,96,Regensdorf,,,311.0,StGB,4,Total gegen sexuelle Integrität,15,14,1,18036,0.8
2016,96,Regensdorf,,,311.0,StGB,5,Total übrige Titel StGB,70,69,1,18036,3.9
2016,96,Regensdorf,,,812.121,BetmG,801,Total Übertretungen,76,,,18036,4.2
2016,96,Regensdorf,,,812.121,BetmG,802,Total leichte Fälle,56,,,18036,3.1
2016,96,Regensdorf,,,812.121,BetmG,803,Total schwere Fälle,12,,,18036,0.7
2016,96,Regensdorf,,,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,25,,,18036,1.4
2016,96,Regensdorf,,,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,14,,,18036,0.8
2016,96,Regensdorf,,,142.20,AIG,1423,Total Täuschung der Behörden,2,,,18036,0.1
2016,96,Regensdorf,,,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,6,,,18036,0.3
2016,96,Regensdorf,,,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,11,,,18036,0.6
2016,138,Richterswil,,,311.0,StGB,1,Total gegen Leib und Leben,25,25,0,13198,1.9
2016,138,Richterswil,,,311.0,StGB,2,Total gegen das Vermögen,241,205,36,13198,18.3
2016,138,Richterswil,,,311.0,StGB,3,Total gegen die Freiheit,72,70,2,13198,5.5
2016,138,Richterswil,,,311.0,StGB,4,Total gegen sexuelle Integrität,5,5,0,13198,0.4
2016,138,Richterswil,,,311.0,StGB,5,Total übrige Titel StGB,20,20,0,13198,1.5
2016,138,Richterswil,,,812.121,BetmG,801,Total Übertretungen,36,,,13198,2.7
2016,138,Richterswil,,,812.121,BetmG,802,Total leichte Fälle,21,,,13198,1.6
2016,138,Richterswil,,,812.121,BetmG,803,Total schwere Fälle,1,,,13198,0.1
2016,138,Richterswil,,,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,14,,,13198,1.1
2016,138,Richterswil,,,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,5,,,13198,0.4
2016,138,Richterswil,,,142.20,AIG,1423,Total Täuschung der Behörden,0,,,13198,0
2016,138,Richterswil,,,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,1,,,13198,0.1
2016,138,Richterswil,,,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,3,,,13198,0.2
2016,118,Rüti,,,311.0,StGB,1,Total gegen Leib und Leben,40,39,1,12047,3.3
2016,118,Rüti,,,311.0,StGB,2,Total gegen das Vermögen,277,259,18,12047,23
2016,118,Rüti,,,311.0,StGB,3,Total gegen die Freiheit,53,52,1,12047,4.4
2016,118,Rüti,,,311.0,StGB,4,Total gegen sexuelle Integrität,16,14,2,12047,1.3
2016,118,Rüti,,,311.0,StGB,5,Total übrige Titel StGB,56,56,0,12047,4.6
2016,118,Rüti,,,812.121,BetmG,801,Total Übertretungen,86,,,12047,7.1
2016,118,Rüti,,,812.121,BetmG,802,Total leichte Fälle,44,,,12047,3.7
2016,118,Rüti,,,812.121,BetmG,803,Total schwere Fälle,5,,,12047,0.4
2016,118,Rüti,,,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,17,,,12047,1.4
2016,118,Rüti,,,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,12,,,12047,1
2016,118,Rüti,,,142.20,AIG,1423,Total Täuschung der Behörden,2,,,12047,0.2
2016,118,Rüti,,,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,6,,,12047,0.5
2016,118,Rüti,,,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,10,,,12047,0.8
2016,247,Schlieren,,,311.0,StGB,1,Total gegen Leib und Leben,81,81,0,18453,4.4
2016,247,Schlieren,,,311.0,StGB,2,Total gegen das Vermögen,594,560,34,18453,32.2
2016,247,Schlieren,,,311.0,StGB,3,Total gegen die Freiheit,151,150,1,18453,8.2
2016,247,Schlieren,,,311.0,StGB,4,Total gegen sexuelle Integrität,7,7,0,18453,0.4
2016,247,Schlieren,,,311.0,StGB,5,Total übrige Titel StGB,120,120,0,18453,6.5
2016,247,Schlieren,,,812.121,BetmG,801,Total Übertretungen,105,,,18453,5.7
2016,247,Schlieren,,,812.121,BetmG,802,Total leichte Fälle,112,,,18453,6.1
2016,247,Schlieren,,,812.121,BetmG,803,Total schwere Fälle,13,,,18453,0.7
2016,247,Schlieren,,,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,42,,,18453,2.3
2016,247,Schlieren,,,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,32,,,18453,1.7
2016,247,Schlieren,,,142.20,AIG,1423,Total Täuschung der Behörden,0,,,18453,0
2016,247,Schlieren,,,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,6,,,18453,0.3
2016,247,Schlieren,,,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,21,,,18453,1.1
2016,158,Stäfa,,,311.0,StGB,1,Total gegen Leib und Leben,13,13,0,14178,0.9
2016,158,Stäfa,,,311.0,StGB,2,Total gegen das Vermögen,283,251,32,14178,20
2016,158,Stäfa,,,311.0,StGB,3,Total gegen die Freiheit,72,72,0,14178,5.1
2016,158,Stäfa,,,311.0,StGB,4,Total gegen sexuelle Integrität,5,5,0,14178,0.4
2016,158,Stäfa,,,311.0,StGB,5,Total übrige Titel StGB,22,22,0,14178,1.6
2016,158,Stäfa,,,812.121,BetmG,801,Total Übertretungen,17,,,14178,1.2
2016,158,Stäfa,,,812.121,BetmG,802,Total leichte Fälle,7,,,14178,0.5
2016,158,Stäfa,,,812.121,BetmG,803,Total schwere Fälle,3,,,14178,0.2
2016,158,Stäfa,,,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,5,,,14178,0.4
2016,158,Stäfa,,,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,9,,,14178,0.6
2016,158,Stäfa,,,142.20,AIG,1423,Total Täuschung der Behörden,0,,,14178,0
2016,158,Stäfa,,,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,0,,,14178,0
2016,158,Stäfa,,,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,1,,,14178,0.1
2016,141,Thalwil,,,311.0,StGB,1,Total gegen Leib und Leben,25,25,0,17747,1.4
2016,141,Thalwil,,,311.0,StGB,2,Total gegen das Vermögen,360,324,36,17747,20.3
2016,141,Thalwil,,,311.0,StGB,3,Total gegen die Freiheit,94,93,1,17747,5.3
2016,141,Thalwil,,,311.0,StGB,4,Total gegen sexuelle Integrität,6,6,0,17747,0.3
2016,141,Thalwil,,,311.0,StGB,5,Total übrige Titel StGB,31,31,0,17747,1.7
2016,141,Thalwil,,,812.121,BetmG,801,Total Übertretungen,34,,,17747,1.9
2016,141,Thalwil,,,812.121,BetmG,802,Total leichte Fälle,5,,,17747,0.3
2016,141,Thalwil,,,812.121,BetmG,803,Total schwere Fälle,4,,,17747,0.2
2016,141,Thalwil,,,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,11,,,17747,0.6
2016,141,Thalwil,,,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,12,,,17747,0.7
2016,141,Thalwil,,,142.20,AIG,1423,Total Täuschung der Behörden,0,,,17747,0
2016,141,Thalwil,,,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,3,,,17747,0.2
2016,141,Thalwil,,,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,5,,,17747,0.3
2016,250,Urdorf,,,311.0,StGB,1,Total gegen Leib und Leben,22,22,0,9688,2.3
2016,250,Urdorf,,,311.0,StGB,2,Total gegen das Vermögen,258,230,28,9688,26.6
2016,250,Urdorf,,,311.0,StGB,3,Total gegen die Freiheit,80,78,2,9688,8.3
2016,250,Urdorf,,,311.0,StGB,4,Total gegen sexuelle Integrität,3,3,0,9688,0.3
2016,250,Urdorf,,,311.0,StGB,5,Total übrige Titel StGB,26,26,0,9688,2.7
2016,250,Urdorf,,,812.121,BetmG,801,Total Übertretungen,46,,,9688,4.7
2016,250,Urdorf,,,812.121,BetmG,802,Total leichte Fälle,9,,,9688,0.9
2016,250,Urdorf,,,812.121,BetmG,803,Total schwere Fälle,8,,,9688,0.8
2016,250,Urdorf,,,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,53,,,9688,5.5
2016,250,Urdorf,,,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,15,,,9688,1.5
2016,250,Urdorf,,,142.20,AIG,1423,Total Täuschung der Behörden,0,,,9688,0
2016,250,Urdorf,,,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,1,,,9688,0.1
2016,250,Urdorf,,,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,12,,,9688,1.2
2016,198,Uster,,,311.0,StGB,1,Total gegen Leib und Leben,112,107,5,33886,3.3
2016,198,Uster,,,311.0,StGB,2,Total gegen das Vermögen,1233,1147,86,33886,36.4
2016,198,Uster,,,311.0,StGB,3,Total gegen die Freiheit,254,253,1,33886,7.5
2016,198,Uster,,,311.0,StGB,4,Total gegen sexuelle Integrität,46,43,3,33886,1.4
2016,198,Uster,,,311.0,StGB,5,Total übrige Titel StGB,125,124,1,33886,3.7
2016,198,Uster,,,812.121,BetmG,801,Total Übertretungen,232,,,33886,6.8
2016,198,Uster,,,812.121,BetmG,802,Total leichte Fälle,114,,,33886,3.4
2016,198,Uster,,,812.121,BetmG,803,Total schwere Fälle,9,,,33886,0.3
2016,198,Uster,,,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,97,,,33886,2.9
2016,198,Uster,,,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,27,,,33886,0.8
2016,198,Uster,,,142.20,AIG,1423,Total Täuschung der Behörden,3,,,33886,0.1
2016,198,Uster,,,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,7,,,33886,0.2
2016,198,Uster,,,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,42,,,33886,1.2
2016,199,Volketswil,,,311.0,StGB,1,Total gegen Leib und Leben,57,52,5,18536,3.1
2016,199,Volketswil,,,311.0,StGB,2,Total gegen das Vermögen,433,388,45,18536,23.4
2016,199,Volketswil,,,311.0,StGB,3,Total gegen die Freiheit,123,119,4,18536,6.6
2016,199,Volketswil,,,311.0,StGB,4,Total gegen sexuelle Integrität,15,12,3,18536,0.8
2016,199,Volketswil,,,311.0,StGB,5,Total übrige Titel StGB,156,155,1,18536,8.4
2016,199,Volketswil,,,812.121,BetmG,801,Total Übertretungen,90,,,18536,4.9
2016,199,Volketswil,,,812.121,BetmG,802,Total leichte Fälle,34,,,18536,1.8
2016,199,Volketswil,,,812.121,BetmG,803,Total schwere Fälle,22,,,18536,1.2
2016,199,Volketswil,,,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,38,,,18536,2.1
2016,199,Volketswil,,,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,24,,,18536,1.3
2016,199,Volketswil,,,142.20,AIG,1423,Total Täuschung der Behörden,3,,,18536,0.2
2016,199,Volketswil,,,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,7,,,18536,0.4
2016,199,Volketswil,,,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,17,,,18536,0.9
2016,120,Wald,,,311.0,StGB,1,Total gegen Leib und Leben,25,24,1,9447,2.6
2016,120,Wald,,,311.0,StGB,2,Total gegen das Vermögen,225,207,18,9447,23.8
